2,2,2,2,2,2,2,2,2,2,2,x,x,x,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,7,9,9,9,7,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,7,9,9,9,9,9,7,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,9,9,3,3,3,9,9,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,
2,91,1,9,9,3,1,9,9,5,9,9,9,9,5,9,9,9,9,9,5,9,9,5,2,
2,1,1,9,9,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,
2,9,21,9,9,3,1,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,2,
2,9,21,9,9,3,1,9,9,5,9,9,9,9,5,9,9,9,9,9,9,9,9,9,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,
2,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,2,
2,9,9,9,9,9,9,9,9,9,9,42,9,9,9,9,9,9,9,9,43,9,9,9,2,
2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,9,9,4,9,9,9,9,9,2,9,1,9,9,9,9,2,2,9,1,9,9,2,94,2,
2,9,9,4,9,9,2,9,9,9,9,14,9,9,9,9,9,9,9,1,9,9,9,9,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,2,2,2,2,
2,92,9,9,2,9,9,4,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,2,
2,9,9,9,3,5,9,9,9,9,9,4,2,1,1,1,1,1,9,9,9,9,93,9,2,
2,9,9,9,3,5,9,9,95,9,9,9,9,9,9,9,9,1,9,9,9,4,9,9,2,
2,92,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,5,9,9,2,
2,2,2,2,2,2,2,2,2,2,2,2,4,9,9,9,9,1,9,9,9,9,9,9,2,
2,3,3,3,3,3,3,3,3,3,3,2,9,9,9,9,9,9,9,4,9,9,91,9,2,
2,3,2,2,2,2,2,2,2,2,3,2,9,4,9,4,9,2,2,2,2,2,2,2,2,
2,3,3,3,3,3,3,3,3,3,3,2,9,9,9,9,9,2,3,3,3,3,3,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,2,2,2,2,2,2,
2,9,9,1,3,3,3,13,9,9,9,9,9,9,4,9,9,3,1,3,9,9,9,3,2,
2,9,9,1,3,3,3,1,9,9,2,2,9,9,9,9,9,3,1,3,9,9,9,9,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
