2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,7,9,9,7,9,9,9,6,9,1,9,1,9,9,9,9,3,3,9,9,9,9,94,2,
x,9,9,9,9,9,3,9,9,9,1,9,2,9,4,9,9,3,3,1,9,4,9,9,2,
x,9,6,9,2,9,3,9,9,9,1,9,1,9,9,9,9,3,3,1,9,9,9,9,2,
x,9,9,9,9,9,3,9,9,9,1,9,2,9,5,9,9,3,3,9,9,5,9,9,2,
2,7,9,9,9,9,9,9,6,9,1,9,1,9,9,9,9,3,3,9,9,9,9,95,2,
2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,
2,92,9,9,9,4,9,9,9,2,3,9,9,9,9,9,9,2,2,2,2,2,2,2,2,
2,9,9,5,9,9,9,2,9,1,3,9,9,9,9,9,9,9,7,2,2,2,2,2,2,
2,9,9,9,9,9,9,2,9,1,3,9,9,9,9,9,5,9,9,2,2,2,2,2,2,
2,93,9,9,9,9,9,9,9,2,3,9,9,9,9,9,9,9,9,6,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,4,9,9,9,9,9,9,2,2,2,
2,2,3,3,3,3,3,3,3,3,3,2,7,9,9,9,9,1,9,9,9,9,9,9,2,
2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,
2,94,9,9,9,1,1,9,9,5,9,9,9,5,9,2,2,2,2,2,9,9,4,92,2,
2,9,9,9,9,1,1,9,9,9,9,9,9,9,9,2,2,2,2,2,9,9,9,9,2,
2,2,2,2,2,2,2,9,9,2,2,2,9,9,9,2,2,2,2,2,9,9,9,9,2,
2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,2,
2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,2,
2,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,
2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,
2,9,63,9,2,9,9,9,2,9,62,9,9,2,3,3,3,3,3,3,3,3,3,3,2,
2,9,9,9,9,9,9,9,9,9,9,9,9,2,3,2,2,2,2,2,2,2,2,3,2,
2,9,2,9,2,9,2,9,2,9,2,9,9,2,3,2,2,2,2,2,2,2,2,3,2,
2,9,9,9,9,9,9,9,9,9,9,9,9,2,3,3,3,3,3,3,3,3,3,3,2,
2,9,2,9,7,9,2,9,7,9,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,
2,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,95,2,2,2,2,
2,9,2,9,9,9,4,9,9,9,2,9,9,9,9,9,9,9,9,9,9,3,9,9,2,
2,91,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,3,9,9,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
